id,model,trim,year,price_usd,mileage_km,fuel_type,transmission,engine_liters,horsepower,color,body_type,region,owner_count,condition,service_history
4162,B-Class,Base,2014,37184,164994,Petrol,Automatic,5.7,226,Gray,SUV,Europe,2,Very Good,No
4163,EQA,Avantgarde,2018,95168,117585,Electric,Automatic,0,536,Gray,Sedan,Asia Pacific,1,Like New,Yes
4164,AMG GT,Base,2009,157112,94369,Hybrid,Manual,5.1,516,Brown,Coupe,Africa,3,Excellent,No
4165,C-Class,Premium Plus,2011,52314,100305,Plug-in Hybrid,Manual,4.3,114,Blue,Sedan,North America,4,Excellent,Yes
4166,EQA,Night Edition,2010,66783,199444,Electric,Automatic,0,431,Silver,Sedan,Asia Pacific,1,Good,Yes
4167,GLC,AMG Line,2015,65674,73346,Hybrid,Automatic,4.8,443,Gray,Wagon,Middle East,2,Fair,Yes
4168,A-Class,Night Edition,2015,47956,209827,Plug-in Hybrid,Manual,4.8,499,Blue,Hatchback,Europe,1,Fair,Yes
4169,AMG GT,Night Edition,2019,150993,88216,Diesel,Automatic,4.7,221,Silver,Coupe,Africa,1,New,Yes
4170,GLA,Premium,2016,49790,187671,Diesel,Automatic,6.9,430,Green,Wagon,Latin America,2,Very Good,Yes
4171,GLC,Base,2011,74184,81457,Petrol,Manual,1.4,631,Silver,Hatchback,Middle East,1,Fair,Yes
4172,B-Class,Exclusive,2020,64576,151468,Diesel,Manual,5.6,626,White,SUV,North America,1,Good,Yes
4173,GLS,Premium,2024,137920,171238,Hybrid,Manual,4.1,468,Blue,SUV,Middle East,3,New,Yes
4174,S-Class,AMG Line,2025,121928,130793,Hybrid,Automatic,1.7,611,Gray,SUV,Africa,2,Fair,Yes
4175,GLA,Base,2014,61292,134620,Plug-in Hybrid,Automatic,4.5,374,Brown,Sedan,Asia Pacific,3,Very Good,Yes
4176,A-Class,Premium,2025,60135,33477,Plug-in Hybrid,Automatic,1.8,167,Red,Wagon,Latin America,3,Excellent,Yes
4177,A-Class,Premium Plus,2019,61821,74859,Petrol,Automatic,3.1,403,Blue,Sedan,Latin America,3,Excellent,Yes
4178,EQB,Luxury,2014,88431,100499,Electric,Automatic,0,597,Black,SUV,Asia Pacific,4,Fair,Yes
4179,E-Class,Avantgarde,2011,58333,93478,Diesel,Manual,4.3,163,Brown,Sedan,Asia Pacific,2,Like New,Yes
4180,GLA,Night Edition,2013,68114,221777,Hybrid,Automatic,4.2,549,White,Wagon,Asia Pacific,2,Excellent,Yes
4181,C-Class,Night Edition,2011,42030,55463,Petrol,Automatic,2.3,163,Red,Hatchback,Africa,4,Very Good,Yes
4182,EQA,Night Edition,2012,64973,197747,Electric,Automatic,0,190,White,Sedan,Europe,3,Like New,Yes
4183,CLA,Night Edition,2009,25494,151272,Diesel,Automatic,2.8,174,Gold,Coupe,Asia Pacific,1,Very Good,Yes
4184,GLC,Avantgarde,2013,71388,185029,Plug-in Hybrid,Manual,3,417,Beige,Hatchback,Latin America,2,Good,Yes
4185,E-Class,Luxury,2020,68911,186395,Hybrid,Automatic,1.6,190,Gold,Liftback,Middle East,3,Excellent,Yes
4186,B-Class,Premium Plus,2023,46113,81099,Diesel,Automatic,4.9,403,Gray,Sedan,North America,3,Fair,No
4187,GLE,Night Edition,2015,92330,71426,Diesel,Automatic,6.5,495,White,SUV,North America,1,Excellent,No
4188,E-Class,Premium Plus,2015,74966,91955,Plug-in Hybrid,Manual,6.3,258,White,Convertible,Europe,4,Excellent,No
4189,AMG GT,Luxury,2012,141962,178538,Plug-in Hybrid,Manual,6,227,Beige,Coupe,Europe,3,Like New,No
4190,S-Class,AMG Line,2024,106592,16549,Diesel,Automatic,3,269,Brown,SUV,Asia Pacific,1,Good,Yes
4191,EQC,AMG Line,2012,91226,94225,Electric,Automatic,0,496,Silver,SUV,Middle East,2,Good,Yes
4192,GLA,Exclusive,2010,43758,164234,Hybrid,Manual,3.9,115,Beige,SUV,Africa,1,Like New,Yes
4193,GLA,Base,2008,32677,64112,Diesel,Automatic,2.8,117,Brown,Sedan,North America,4,Excellent,Yes
4194,S-Class,Premium,2022,109690,151993,Plug-in Hybrid,Manual,2.1,210,Blue,SUV,Europe,2,Very Good,Yes
4195,E-Class,AMG Line,2014,64116,213054,Plug-in Hybrid,Automatic,6.3,322,White,Hatchback,North America,2,Good,No
4196,GLS,Sport,2020,119456,145704,Plug-in Hybrid,Manual,4.3,182,Beige,SUV,Europe,4,New,Yes
4197,GLS,Night Edition,2021,126449,19415,Hybrid,Manual,2,431,Blue,SUV,Africa,1,Excellent,Yes
4198,A-Class,AMG Line,2023,32120,153693,Petrol,Manual,3.2,118,White,Sedan,Latin America,2,Very Good,Yes
4199,A-Class,Avantgarde,2024,71562,59751,Diesel,Automatic,5.7,637,Blue,Wagon,North America,2,Very Good,No
4200,C-Class,Avantgarde,2015,40596,118414,Petrol,Automatic,1.4,275,White,Roadster,Latin America,3,Fair,Yes
4201,GLE,Base,2025,104377,64986,Diesel,Manual,5,398,Beige,SUV,Asia Pacific,2,New,Yes
4202,GLE,Sport,2021,94236,171869,Hybrid,Automatic,2.7,346,White,SUV,Africa,1,Like New,Yes
4203,GLA,Luxury,2014,40252,101329,Hybrid,Manual,3.2,169,Green,SUV,Middle East,1,Good,Yes
4204,A-Class,Base,2013,66724,75252,Plug-in Hybrid,Manual,6,373,Brown,Wagon,Europe,3,Like New,Yes
4205,EQA,Premium,2022,94519,26993,Electric,Automatic,0,294,Silver,Sedan,Middle East,3,New,Yes
4206,EQB,Base,2023,102379,186956,Electric,Automatic,0,466,Brown,SUV,North America,1,New,Yes
4207,EQA,Premium,2025,84441,156802,Electric,Automatic,0,195,Beige,Sedan,Europe,4,New,Yes
4208,AMG GT,Exclusive,2016,148766,59515,Petrol,Automatic,4,465,Green,Coupe,Latin America,2,Very Good,No
4209,GLE,Night Edition,2010,91706,156498,Plug-in Hybrid,Manual,5.3,340,Red,SUV,Europe,3,Like New,No
4210,GLA,Exclusive,2021,39315,125988,Petrol,Automatic,4.4,194,White,Coupe,Asia Pacific,1,Fair,Yes
4211,GLB,Exclusive,2010,90984,91383,Plug-in Hybrid,Automatic,5.1,638,Silver,Coupe,Europe,1,Like New,Yes
4212,EQB,Luxury,2024,77307,120543,Electric,Automatic,0,262,Gold,Sedan,Europe,2,Very Good,Yes
4213,GLC,Avantgarde,2014,72701,117255,Petrol,Manual,5,240,White,Convertible,Middle East,4,New,Yes
4214,AMG GT,AMG Line,2010,139703,150699,Plug-in Hybrid,Automatic,3.1,145,Red,Coupe,Africa,3,Like New,No
4215,EQA,Premium,2023,93944,172750,Electric,Automatic,0,526,Silver,Sedan,Africa,3,Excellent,Yes
4216,GLC,Premium Plus,2021,84982,174944,Diesel,Automatic,3.5,575,Beige,Hatchback,North America,2,Like New,Yes
4217,B-Class,Base,2022,77351,45538,Hybrid,Manual,3.3,404,Gray,Sedan,Middle East,4,New,No
4218,GLA,AMG Line,2013,39037,103940,Hybrid,Automatic,3.8,290,Brown,Wagon,North America,4,Fair,No
4219,B-Class,Luxury,2015,46754,138107,Diesel,Automatic,5.2,406,Brown,Convertible,Europe,4,Very Good,No
4220,EQA,Night Edition,2009,57466,194340,Electric,Automatic,0,256,Beige,SUV,Asia Pacific,3,Very Good,No
4221,GLB,AMG Line,2023,74565,174832,Plug-in Hybrid,Automatic,1.5,583,Gray,Wagon,Asia Pacific,4,Fair,Yes
4222,AMG GT,Luxury,2023,181412,97236,Petrol,Manual,6.1,637,Gold,Coupe,Africa,1,New,No
4223,C-Class,AMG Line,2008,70592,161050,Plug-in Hybrid,Automatic,5.3,428,Green,Convertible,Latin America,3,New,Yes
4224,EQC,Avantgarde,2011,84466,129267,Electric,Automatic,0,519,Gold,Sedan,Latin America,1,Fair,No
4225,S-Class,Luxury,2022,123626,104249,Hybrid,Manual,3.9,511,Brown,SUV,Asia Pacific,3,Very Good,Yes
4226,A-Class,Avantgarde,2022,20324,174233,Diesel,Automatic,6.9,151,Beige,Liftback,Middle East,1,Fair,Yes
4227,B-Class,Base,2023,62188,12930,Plug-in Hybrid,Manual,5.8,408,Blue,Sedan,Africa,1,Fair,No
4228,AMG GT,Premium,2019,149327,74974,Hybrid,Manual,3.6,179,Brown,Coupe,Middle East,4,Like New,Yes
4229,GLA,AMG Line,2010,47198,171575,Hybrid,Manual,4.5,434,Silver,SUV,Middle East,1,Good,No
4230,C-Class,Premium Plus,2014,61160,131341,Plug-in Hybrid,Manual,6,172,Red,Hatchback,Africa,3,New,Yes
4231,GLB,Night Edition,2011,52313,220385,Petrol,Automatic,5,276,Beige,Wagon,Africa,3,New,No
4232,GLE,AMG Line,2010,81592,75153,Petrol,Automatic,1.6,554,Black,SUV,Middle East,3,Fair,Yes
4233,A-Class,Night Edition,2022,75521,23769,Hybrid,Automatic,6.7,366,Black,Coupe,North America,2,New,No
4234,S-Class,Base,2018,99417,204654,Petrol,Automatic,2.6,389,Beige,SUV,Middle East,2,Good,Yes
4235,S-Class,AMG Line,2012,130340,57938,Petrol,Automatic,2.8,482,Green,SUV,Asia Pacific,2,New,Yes
4236,A-Class,Night Edition,2008,42134,120339,Plug-in Hybrid,Manual,4.7,259,Silver,Coupe,Latin America,4,Excellent,No
4237,GLS,Sport,2022,121690,120673,Hybrid,Automatic,6.1,193,Green,SUV,Europe,4,New,Yes
4238,E-Class,Exclusive,2015,66732,181850,Diesel,Automatic,3,305,Gold,SUV,Latin America,3,Excellent,Yes
4239,B-Class,Sport,2017,56522,36399,Hybrid,Automatic,5.7,118,Gold,SUV,Asia Pacific,3,New,No
4240,E-Class,Avantgarde,2024,66639,126252,Petrol,Manual,3.1,291,Gray,Sedan,Asia Pacific,4,Good,Yes
4241,EQA,Premium,2023,109728,72098,Electric,Automatic,0,611,Beige,SUV,Asia Pacific,1,Like New,Yes
4242,GLA,Luxury,2022,59116,64217,Hybrid,Manual,2.7,285,Red,Coupe,Latin America,1,Good,Yes
4243,C-Class,AMG Line,2020,63137,24462,Plug-in Hybrid,Manual,2,177,Black,SUV,Middle East,1,Excellent,Yes
4244,EQC,Avantgarde,2011,83723,116378,Electric,Automatic,0,419,Red,Sedan,North America,2,Very Good,Yes
4245,AMG GT,Base,2015,114899,203987,Hybrid,Automatic,3.2,142,White,Coupe,Africa,1,Fair,Yes
4246,GLE,Night Edition,2024,77782,62410,Diesel,Manual,2.7,285,Gray,SUV,Middle East,4,Good,Yes
4247,GLE,Luxury,2013,54058,214648,Diesel,Automatic,2.3,124,Black,SUV,Asia Pacific,2,Good,Yes
4248,B-Class,Night Edition,2019,68633,81488,Petrol,Manual,6,391,Blue,Wagon,Latin America,4,New,Yes
4249,GLC,Avantgarde,2009,64146,79056,Petrol,Automatic,6.7,400,Black,SUV,Asia Pacific,4,Very Good,No
4250,GLE,Luxury,2017,87648,86244,Petrol,Automatic,2.6,329,Silver,SUV,Africa,3,Like New,No
4251,C-Class,Exclusive,2018,54218,165100,Plug-in Hybrid,Automatic,4.8,327,White,Hatchback,Latin America,3,Fair,Yes
4252,CLA,Exclusive,2012,42631,195184,Petrol,Manual,6.7,324,Brown,Coupe,Europe,1,Very Good,No
4253,GLA,Sport,2018,54620,179625,Plug-in Hybrid,Automatic,2.7,390,Gray,Coupe,North America,4,Fair,No
4254,AMG GT,AMG Line,2012,173465,69801,Hybrid,Manual,3,638,Black,Coupe,Europe,2,New,Yes
4255,GLC,Premium,2023,85035,92722,Plug-in Hybrid,Manual,6.8,188,Beige,Liftback,North America,3,New,Yes
4256,EQC,Night Edition,2016,84297,137097,Electric,Automatic,0,511,Beige,SUV,North America,4,Fair,No
4257,EQC,Premium,2018,89742,56274,Electric,Automatic,0,210,Beige,Sedan,North America,4,Like New,No
4258,CLA,Luxury,2022,81548,30439,Petrol,Automatic,6.5,567,White,Coupe,Asia Pacific,3,Excellent,No
4259,S-Class,AMG Line,2019,117863,122059,Hybrid,Automatic,1.5,574,Green,SUV,Africa,2,Fair,Yes
4260,EQA,Sport,2008,69495,234102,Electric,Automatic,0,330,Brown,SUV,Africa,4,Like New,Yes
4261,E-Class,Sport,2019,70058,86906,Diesel,Automatic,4,502,Red,Sedan,Middle East,2,Fair,Yes
4262,GLB,Sport,2014,52570,136626,Diesel,Automatic,6.9,399,Blue,Roadster,Latin America,1,Very Good,Yes
4263,CLA,Luxury,2021,49958,164623,Petrol,Automatic,2.5,402,Gold,Coupe,North America,3,Fair,Yes
4264,GLC,AMG Line,2018,70541,87304,Petrol,Automatic,4.5,281,White,Wagon,Africa,1,Excellent,No
4265,CLA,Exclusive,2011,21967,231154,Diesel,Manual,4.3,128,Gray,Coupe,Europe,2,Very Good,No
4266,EQC,Premium,2019,112070,80575,Electric,Automatic,0,604,Beige,Sedan,Asia Pacific,3,Excellent,Yes
4267,AMG GT,Premium,2014,145672,177657,Petrol,Automatic,1.8,537,Red,Coupe,North America,1,Very Good,Yes
4268,A-Class,Avantgarde,2008,17347,215948,Petrol,Manual,2,283,White,Coupe,Africa,2,Fair,Yes
4269,EQB,Sport,2018,108391,56508,Electric,Automatic,0,523,Gold,Sedan,Middle East,3,New,Yes
4270,GLC,Luxury,2022,67938,163672,Hybrid,Manual,6.5,203,Green,Roadster,Middle East,3,Excellent,Yes
4271,B-Class,Exclusive,2013,51028,107906,Petrol,Automatic,5.7,204,Gold,Liftback,Asia Pacific,4,New,Yes
4272,E-Class,Exclusive,2012,75690,73391,Petrol,Manual,1.9,596,Gray,Coupe,Europe,2,Fair,No
4273,B-Class,Night Edition,2014,76640,61554,Plug-in Hybrid,Automatic,1.8,491,Brown,Coupe,Asia Pacific,1,Like New,No
4274,E-Class,Base,2024,83968,130562,Diesel,Automatic,3.3,388,Blue,Sedan,Middle East,3,Excellent,No
4275,GLS,AMG Line,2015,120405,162283,Petrol,Automatic,2.4,377,Red,SUV,Europe,1,New,Yes
4276,A-Class,AMG Line,2023,69315,78186,Diesel,Automatic,3.1,378,Beige,Wagon,Europe,2,New,Yes
4277,S-Class,Sport,2009,103289,183038,Plug-in Hybrid,Manual,6.2,443,Red,SUV,North America,3,Fair,No
4278,GLB,Premium,2021,85752,154267,Diesel,Automatic,5.5,600,Brown,SUV,Middle East,3,New,Yes
4279,S-Class,AMG Line,2025,136681,70230,Plug-in Hybrid,Manual,2.4,489,Red,SUV,Europe,3,Very Good,No
4280,GLS,Avantgarde,2020,122121,154470,Diesel,Automatic,4.7,451,Red,SUV,Asia Pacific,4,New,No
4281,A-Class,Base,2010,31076,90640,Petrol,Manual,4,240,Brown,Coupe,Europe,3,Very Good,No
4282,B-Class,Avantgarde,2013,56425,146055,Plug-in Hybrid,Manual,6.7,590,White,Hatchback,Asia Pacific,3,Fair,Yes
4283,A-Class,Avantgarde,2010,44140,79297,Hybrid,Manual,1.8,136,Black,Convertible,Africa,2,Like New,No
4284,E-Class,Night Edition,2023,93170,105818,Plug-in Hybrid,Automatic,1.4,521,Silver,Wagon,Europe,1,Good,No
4285,GLB,Base,2013,52556,63403,Hybrid,Automatic,2.3,150,Silver,Convertible,Europe,3,Excellent,No
4286,A-Class,Sport,2024,43367,171659,Hybrid,Manual,1.9,207,Gray,Sedan,Middle East,1,Very Good,No
4287,GLC,AMG Line,2023,83834,126478,Plug-in Hybrid,Manual,5.9,346,Black,Hatchback,Latin America,1,Excellent,Yes
4288,GLB,Night Edition,2022,80254,56208,Plug-in Hybrid,Automatic,3.2,362,Red,Hatchback,North America,3,Excellent,Yes
4289,CLA,Night Edition,2023,76429,114364,Plug-in Hybrid,Automatic,2.7,433,Blue,Coupe,North America,2,Excellent,No
4290,GLC,Premium,2010,57441,68604,Hybrid,Automatic,3.5,166,Gray,Sedan,Africa,2,Excellent,Yes
4291,E-Class,AMG Line,2022,96557,55791,Plug-in Hybrid,Automatic,5.2,208,Gray,Sedan,North America,1,New,No
4292,GLS,Base,2021,132692,171999,Plug-in Hybrid,Manual,3.9,560,Green,SUV,North America,3,Excellent,Yes
4293,S-Class,Premium,2013,82619,198296,Diesel,Automatic,7,254,Brown,SUV,North America,3,Fair,Yes
4294,EQC,Premium,2021,86367,33929,Electric,Automatic,0,268,Blue,Sedan,North America,1,Good,Yes
4295,AMG GT,Premium,2016,118503,152529,Diesel,Automatic,6,274,Brown,Coupe,Middle East,3,Fair,Yes
4296,EQA,Exclusive,2011,89700,75726,Electric,Automatic,0,514,Beige,Sedan,Latin America,2,Like New,Yes
4297,EQC,Exclusive,2018,91649,51001,Electric,Automatic,0,287,Beige,SUV,Asia Pacific,1,Excellent,Yes
4298,B-Class,Exclusive,2013,31521,127291,Petrol,Manual,3,273,Red,SUV,Africa,1,Fair,No
4299,AMG GT,Base,2012,126288,152771,Hybrid,Manual,2.6,139,Green,Coupe,Latin America,3,Excellent,Yes
4300,GLS,Premium Plus,2015,110321,149546,Plug-in Hybrid,Automatic,1.5,339,Red,SUV,North America,2,Good,Yes
4301,B-Class,Avantgarde,2012,30966,74383,Diesel,Manual,7,239,Gray,Convertible,Africa,1,Fair,Yes
4302,AMG GT,AMG Line,2020,158488,23396,Petrol,Manual,2.9,558,Gray,Coupe,Asia Pacific,1,Good,Yes
4303,EQB,Base,2016,106911,77460,Electric,Automatic,0,613,Black,Sedan,Middle East,2,Like New,Yes
4304,GLS,Exclusive,2016,94296,109715,Diesel,Automatic,5.3,378,Gray,SUV,North America,1,Fair,Yes
4305,AMG GT,Exclusive,2017,163935,48490,Plug-in Hybrid,Manual,3.1,446,Red,Coupe,Europe,4,Excellent,Yes
4306,GLS,AMG Line,2020,141311,85420,Plug-in Hybrid,Manual,6.6,581,Gold,SUV,Middle East,2,Excellent,Yes
4307,CLA,Night Edition,2013,60046,104433,Plug-in Hybrid,Manual,2.4,571,White,Coupe,North America,3,Fair,Yes
4308,EQC,Premium Plus,2020,90026,69432,Electric,Automatic,0,339,Silver,Sedan,Middle East,3,Good,Yes
4309,GLA,Sport,2024,55981,52797,Hybrid,Automatic,4.2,251,Green,SUV,Europe,3,Good,Yes
4310,EQB,Exclusive,2011,68619,202697,Electric,Automatic,0,453,Silver,SUV,Asia Pacific,4,Fair,Yes
4311,GLC,Base,2020,65711,77567,Plug-in Hybrid,Automatic,4.4,259,White,Sedan,North America,3,Fair,Yes
4312,AMG GT,AMG Line,2008,167684,112984,Plug-in Hybrid,Manual,2.4,607,Gold,Coupe,Middle East,1,Like New,Yes
4313,EQC,Avantgarde,2019,90587,68331,Electric,Automatic,0,376,Silver,SUV,Asia Pacific,3,Very Good,Yes
4314,B-Class,Luxury,2024,36718,144804,Petrol,Manual,6.9,153,Beige,Roadster,Middle East,4,Good,No
4315,A-Class,Exclusive,2009,43719,116029,Hybrid,Automatic,3.1,541,White,Coupe,Latin America,3,Fair,No
4316,EQB,Exclusive,2025,100073,172667,Electric,Automatic,0,322,Brown,SUV,Latin America,3,New,No
4317,GLA,AMG Line,2014,62637,95898,Plug-in Hybrid,Automatic,3.8,227,Black,Liftback,Asia Pacific,2,Like New,Yes
4318,B-Class,Night Edition,2016,61854,121778,Plug-in Hybrid,Manual,6.2,319,Black,Roadster,North America,2,Excellent,Yes
4319,B-Class,Premium,2024,76755,72367,Hybrid,Automatic,5.3,555,Red,Sedan,Africa,3,Excellent,Yes
4320,CLA,AMG Line,2022,52178,148109,Plug-in Hybrid,Manual,4.5,270,Gold,Coupe,Middle East,1,Fair,Yes
4321,GLB,Sport,2025,60299,76478,Diesel,Manual,5.4,265,Green,Hatchback,North America,3,Excellent,Yes
4322,S-Class,Avantgarde,2024,102926,64143,Diesel,Manual,2,172,Silver,SUV,Asia Pacific,1,Excellent,No
4323,E-Class,Base,2019,73983,120210,Plug-in Hybrid,Automatic,5.3,256,Gold,Coupe,Asia Pacific,2,Very Good,No
4324,E-Class,AMG Line,2020,55296,189926,Petrol,Manual,4.8,161,Green,Convertible,Africa,4,Very Good,Yes
4325,S-Class,Night Edition,2018,99877,148769,Petrol,Automatic,6.4,155,Beige,SUV,Asia Pacific,2,Like New,Yes
4326,EQC,Avantgarde,2014,76181,66169,Electric,Automatic,0,239,Red,SUV,Africa,2,Good,Yes
4327,GLA,Premium,2024,60099,150662,Plug-in Hybrid,Automatic,6.9,263,Beige,Convertible,Africa,3,Very Good,Yes
4328,E-Class,Exclusive,2020,85575,123488,Plug-in Hybrid,Automatic,1.9,362,Red,Sedan,Middle East,1,Very Good,No
4329,B-Class,Premium Plus,2010,46580,197898,Petrol,Automatic,4.2,263,Gray,Coupe,North America,3,New,Yes
4330,CLA,Avantgarde,2024,57011,147585,Hybrid,Manual,6.6,336,Blue,Coupe,Middle East,1,Very Good,No
4331,AMG GT,Premium,2018,165999,110221,Diesel,Manual,1.6,541,Beige,Coupe,North America,4,New,Yes
4332,GLB,Exclusive,2010,48387,94636,Plug-in Hybrid,Automatic,1.5,199,White,Sedan,North America,4,Good,Yes
4333,GLC,Sport,2024,62765,131297,Diesel,Manual,6.5,354,Black,Convertible,Asia Pacific,4,Good,Yes
4334,EQB,Premium,2010,80843,154379,Electric,Automatic,0,247,Gold,SUV,Middle East,4,New,Yes
4335,S-Class,Luxury,2016,99376,120635,Diesel,Manual,2.7,405,Beige,SUV,Asia Pacific,1,Fair,Yes
4336,GLC,Night Edition,2017,84663,210266,Hybrid,Manual,1.9,589,Blue,Wagon,Europe,4,Excellent,Yes
4337,EQC,AMG Line,2012,93875,114080,Electric,Automatic,0,301,Red,SUV,Middle East,4,New,No
4338,GLB,Avantgarde,2021,69772,34824,Hybrid,Automatic,4.7,313,Brown,Wagon,Europe,3,Excellent,Yes
4339,EQC,Base,2020,117696,164585,Electric,Automatic,0,533,White,SUV,North America,4,New,Yes
4340,GLE,Premium,2020,77697,83405,Hybrid,Automatic,3.3,345,Beige,SUV,Europe,1,Fair,Yes
4341,EQB,Avantgarde,2018,86003,140655,Electric,Automatic,0,218,Red,Sedan,Africa,1,New,No
4342,EQB,Premium,2016,99758,66467,Electric,Automatic,0,600,Green,Sedan,North America,3,Excellent,Yes
4343,A-Class,Night Edition,2025,73694,57724,Petrol,Manual,4.1,591,White,Roadster,Middle East,4,Very Good,Yes
4344,B-Class,Luxury,2018,59835,112231,Plug-in Hybrid,Automatic,2.9,543,Beige,Roadster,Middle East,4,Fair,No
4345,AMG GT,Night Edition,2016,149977,136377,Hybrid,Manual,1.9,532,Green,Coupe,North America,1,Good,No
4346,GLC,Premium,2022,61617,177941,Petrol,Manual,5.9,433,White,Coupe,Middle East,1,Fair,Yes
4347,GLA,Night Edition,2012,65043,167401,Plug-in Hybrid,Automatic,3.9,528,Brown,Roadster,North America,1,Very Good,No
4348,GLB,Luxury,2015,39293,216897,Petrol,Manual,2.4,217,Red,SUV,North America,2,Very Good,Yes
4349,GLE,AMG Line,2025,73924,89421,Diesel,Automatic,1.7,300,Black,SUV,North America,3,Fair,Yes
4350,C-Class,AMG Line,2022,51576,18975,Diesel,Automatic,4.5,349,Black,SUV,Asia Pacific,4,Fair,Yes
4351,GLB,Luxury,2008,49248,223591,Diesel,Manual,1.5,426,Red,Liftback,Middle East,4,Excellent,Yes
4352,EQB,Exclusive,2025,85374,148392,Electric,Automatic,0,328,Black,Sedan,North America,4,Excellent,Yes
4353,AMG GT,Base,2018,138999,196979,Plug-in Hybrid,Automatic,2.8,311,Blue,Coupe,Asia Pacific,2,Good,No
4354,E-Class,Avantgarde,2019,62929,120820,Plug-in Hybrid,Automatic,1.3,119,Brown,Liftback,Africa,2,Very Good,Yes
4355,EQA,AMG Line,2021,59648,92303,Electric,Automatic,0,213,Gray,SUV,Africa,1,Fair,Yes
4356,C-Class,Night Edition,2017,61368,56772,Diesel,Manual,1.9,253,Gold,Coupe,North America,2,Like New,No
4357,B-Class,Base,2016,42278,61480,Petrol,Automatic,6,172,Silver,Convertible,Europe,1,Excellent,Yes
4358,C-Class,Premium Plus,2019,61309,152756,Plug-in Hybrid,Manual,3.6,178,Red,Coupe,Latin America,2,Excellent,Yes
4359,GLC,AMG Line,2023,72297,60750,Plug-in Hybrid,Automatic,5.7,262,Green,Liftback,Middle East,4,Good,Yes
4360,GLS,Exclusive,2023,130671,26580,Petrol,Manual,4.4,314,Gray,SUV,Asia Pacific,3,New,Yes
4361,EQB,Luxury,2018,86483,70026,Electric,Automatic,0,575,Silver,Sedan,Middle East,4,Fair,Yes
4362,EQB,Exclusive,2008,64137,86819,Electric,Automatic,0,236,Beige,Sedan,Latin America,4,Good,Yes
4363,GLA,AMG Line,2008,68816,229890,Plug-in Hybrid,Automatic,3.3,472,Green,Roadster,Europe,2,New,Yes
4364,AMG GT,AMG Line,2024,169508,87236,Diesel,Manual,7,528,Blue,Coupe,North America,2,Like New,Yes
4365,CLA,Base,2025,79014,10837,Plug-in Hybrid,Manual,6.2,567,Beige,Coupe,North America,4,Fair,No
4366,EQB,Luxury,2011,75106,220155,Electric,Automatic,0,566,Gray,SUV,Middle East,3,Fair,Yes
4367,GLA,Premium,2023,78256,112067,Plug-in Hybrid,Manual,3.9,285,Beige,Wagon,Europe,2,New,Yes
4368,EQA,AMG Line,2025,76009,44219,Electric,Automatic,0,202,Black,Sedan,Europe,4,Very Good,No
4369,GLC,Sport,2019,84689,63736,Hybrid,Automatic,3.1,286,Silver,Wagon,Asia Pacific,2,New,No
4370,B-Class,Night Edition,2015,39308,108696,Hybrid,Automatic,1.5,299,Gold,Roadster,Latin America,1,Fair,No
4371,GLB,Exclusive,2022,94125,54958,Diesel,Manual,6,560,Beige,Convertible,North America,1,New,Yes
4372,AMG GT,Premium Plus,2009,143025,174823,Diesel,Automatic,6.7,525,Gray,Coupe,Africa,3,Excellent,No
4373,GLB,Night Edition,2014,72746,114084,Plug-in Hybrid,Manual,3.2,292,Red,Convertible,Africa,4,New,Yes
4374,GLB,AMG Line,2016,45735,63494,Diesel,Automatic,6.5,171,Blue,Sedan,Asia Pacific,2,Very Good,Yes
4375,C-Class,Premium Plus,2014,50151,121111,Diesel,Manual,2.2,242,Black,SUV,Europe,4,Excellent,Yes
4376,EQC,AMG Line,2015,85770,130799,Electric,Automatic,0,334,Gold,SUV,Middle East,3,Very Good,Yes
4377,E-Class,Sport,2016,65588,208069,Diesel,Manual,6.1,222,Green,Liftback,Latin America,3,New,No
4378,C-Class,Luxury,2016,58377,140904,Petrol,Automatic,4.4,153,Red,Roadster,Europe,1,New,Yes
4379,GLB,Base,2015,61213,162203,Hybrid,Manual,3.6,402,Beige,Coupe,Asia Pacific,3,Very Good,No
4380,E-Class,Night Edition,2011,65348,96646,Diesel,Automatic,5.6,531,Beige,Liftback,Middle East,4,Fair,Yes
4381,CLA,Exclusive,2013,53926,99756,Hybrid,Automatic,5.7,183,Gold,Coupe,Middle East,4,New,Yes
4382,GLC,Premium Plus,2021,68286,137025,Diesel,Automatic,3.3,135,Red,Liftback,Middle East,4,New,No
4383,GLE,Sport,2015,100280,145973,Petrol,Automatic,2.3,614,Red,SUV,Middle East,2,Like New,No
4384,GLA,Base,2017,78205,124037,Hybrid,Automatic,2.1,473,Gray,Hatchback,Africa,4,New,Yes
4385,S-Class,Premium,2009,112359,90580,Diesel,Automatic,6.4,625,Green,SUV,Middle East,3,Good,Yes
4386,CLA,Base,2016,41791,189724,Diesel,Manual,1.6,347,Blue,Coupe,Middle East,3,Very Good,Yes
